Transaction_ID,Date,Region,Country,Drug_Name,Therapy_Area,Hospital,Doctor_Segment,Sales_Representative,Units_Sold,Revenue,Discount,Manufacturing_Cost,Profit,Marketing_Spend,Inventory,Customer_Type,Quarter,Month
TXN003869,2024-08-30,South,Brazil,Vyepti,Neurology,Cleveland Partners,Low Prescriber,Rep_001,302,110369.19,4873.5,40546.41,64949.28,4764.19,139,Retail Pharmacy,Q3,August
TXN003870,2024-06-14,South,Brazil,Eliquis,Cardiology,Mercy General,Medium Prescriber,Rep_039,206,86741.81,7960.55,36177.26,42604.0,2439.36,327,Hospital,Q2,June
TXN003871,2025-10-28,West,Germany,Vyepti,Neurology,Mercy General,Medium Prescriber,Rep_038,125,56041.0,2293.59,21363.17,32384.24,3120.52,180,Government,Q4,October
TXN003872,2024-10-28,East,India,Jardiance,Diabetes,Cleveland Partners,Medium Prescriber,Rep_033,115,53831.88,2976.58,19944.01,30911.29,3066.41,287,Government,Q4,October
TXN003873,2023-04-26,North,USA,Trulicity,Diabetes,St. Luke's,Medium Prescriber,Rep_039,91,15671.42,2820.86,4687.01,8163.55,1027.19,162,Retail Pharmacy,Q2,April
TXN003874,2025-04-17,East,India,Jardiance,Diabetes,City Medical Center,Non-Prescriber,Rep_038,294,217450.57,20650.7,81124.78,115675.09,9422.48,323,Hospital,Q2,April
TXN003875,2023-06-11,West,Germany,Avastin,Oncology,Cleveland Partners,Non-Prescriber,Rep_025,334,104297.9,7787.1,29659.72,66851.08,5471.65,133,Online Pharmacy,Q2,June
TXN003876,2024-11-04,East,India,Opdivo,Oncology,Metro Health,High Prescriber,Rep_001,211,125830.36,9313.81,53893.78,62622.77,4692.17,289,Government,Q4,November
TXN003877,2025-05-01,Central,UAE,Brilinta,Cardiology,Metro Health,Medium Prescriber,Rep_015,315,136332.36,13036.0,37658.34,85638.02,2836.48,284,Online Pharmacy,Q2,May
TXN003878,2023-11-21,Central,UAE,Opdivo,Oncology,Cleveland Partners,High Prescriber,Rep_007,237,95542.51,7221.26,29208.81,59112.44,5435.46,293,Hospital,Q4,November
TXN003879,2023-01-17,Central,UAE,Avastin,Oncology,Metro Health,Non-Prescriber,Rep_011,208,27856.21,2674.26,8922.64,16259.31,1996.99,350,Retail Pharmacy,Q1,January
TXN003880,2023-08-10,North,USA,Keytruda,Oncology,Cleveland Partners,Medium Prescriber,Rep_004,319,116953.3,21051.59,32636.87,63264.84,3736.15,173,Government,Q3,August
TXN003881,2024-02-20,Central,UAE,Keytruda,Oncology,Metro Health,Medium Prescriber,Rep_003,144,23979.17,2199.82,9405.9,12373.45,963.53,456,Retail Pharmacy,Q1,February
TXN003882,2024-08-02,South,Brazil,Keytruda,Oncology,City Medical Center,Medium Prescriber,Rep_020,249,42502.62,1915.59,16328.01,24259.02,993.37,353,Hospital,Q3,August
TXN003883,2024-12-11,East,India,Keytruda,Oncology,Mercy General,Medium Prescriber,Rep_027,259,140494.55,9024.93,41059.49,90410.13,3396.92,81,Online Pharmacy,Q4,December
TXN003884,2024-06-18,South,Brazil,Entresto,Cardiology,City Medical Center,High Prescriber,Rep_008,155,88450.58,4039.38,26738.45,57672.75,6585.41,264,Online Pharmacy,Q2,June
TXN003885,2023-12-04,South,Brazil,Ozempic,Diabetes,Sunrise Clinic,Non-Prescriber,Rep_014,244,171746.9,15327.48,73226.26,83193.16,8105.48,23,Government,Q4,December
TXN003886,2024-11-17,North,USA,Avastin,Oncology,Mercy General,Non-Prescriber,Rep_035,435,57573.92,10363.31,20620.9,26589.71,4056.09,476,Retail Pharmacy,Q4,November
TXN003887,2025-10-29,South,Brazil,Ozempic,Diabetes,Sunrise Clinic,Low Prescriber,Rep_005,293,113418.25,5942.82,31052.13,76423.3,6396.66,25,Online Pharmacy,Q4,October
TXN003888,2025-04-11,Central,UAE,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_011,225,53634.61,3243.16,19439.8,30951.65,3820.98,180,Hospital,Q2,April
TXN003889,2024-07-09,South,Brazil,Jardiance,Diabetes,Cleveland Partners,High Prescriber,Rep_023,208,105237.69,4023.46,27591.04,73623.19,3326.05,239,Government,Q3,July
TXN003890,2023-05-20,North,USA,Entresto,Cardiology,City Medical Center,Low Prescriber,Rep_013,276,101533.04,18275.95,41400.67,41856.42,4512.51,81,Retail Pharmacy,Q2,May
TXN003891,2024-06-10,Central,UAE,Brilinta,Cardiology,Apollo Hospital,High Prescriber,Rep_014,278,192444.39,8094.22,66132.29,118217.88,13989.85,71,Retail Pharmacy,Q2,June
TXN003892,2025-03-19,West,Germany,Jardiance,Diabetes,Cleveland Partners,Non-Prescriber,Rep_037,232,129364.87,10105.23,53275.09,65984.55,8887.86,81,Government,Q1,March
TXN003893,2024-12-03,North,USA,Shingrix,Vaccines,City Medical Center,Medium Prescriber,Rep_007,119,56527.91,10175.02,23560.43,22792.46,2127.58,81,Hospital,Q4,December
TXN003894,2024-03-10,East,India,Vyepti,Neurology,Cleveland Partners,Low Prescriber,Rep_032,43,32163.54,1652.09,14345.47,16165.98,1076.1,110,Hospital,Q1,March
TXN003895,2023-10-17,South,Brazil,Vyepti,Neurology,Mercy General,High Prescriber,Rep_024,197,80731.08,6230.25,23182.25,51318.58,5983.53,410,Hospital,Q4,October
TXN003896,2023-11-12,East,India,Shingrix,Vaccines,Metro Health,High Prescriber,Rep_040,192,34014.3,3276.81,10007.37,20730.12,1091.35,95,Retail Pharmacy,Q4,November
TXN003897,2023-12-22,West,Germany,Avastin,Oncology,Cleveland Partners,Medium Prescriber,Rep_019,178,63571.05,2809.95,16133.75,44627.35,2411.91,151,Hospital,Q4,December
TXN003898,2024-05-04,West,Germany,Herceptin,Oncology,Mercy General,Low Prescriber,Rep_040,123,9978.91,597.9,3672.87,5708.14,772.64,196,Online Pharmacy,Q2,May
TXN003899,2024-01-02,South,Brazil,Keytruda,Oncology,Mercy General,Medium Prescriber,Rep_029,382,122684.64,12116.98,49949.34,60618.32,6664.2,77,Online Pharmacy,Q1,January
TXN003900,2023-02-28,Central,UAE,Avastin,Oncology,St. Luke's,Low Prescriber,Rep_022,137,50703.18,4265.1,21002.14,25435.94,1899.5,348,Retail Pharmacy,Q1,February
TXN003901,2025-05-25,South,Brazil,Entresto,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_036,442,343463.09,18132.65,96961.3,228369.14,22336.98,69,Hospital,Q2,May
TXN003902,2024-11-22,North,USA,Trulicity,Diabetes,Apollo Hospital,High Prescriber,Rep_038,187,20194.46,3635.0,5148.97,11410.49,545.02,474,Hospital,Q4,November
TXN003903,2023-10-12,Central,UAE,Vyepti,Neurology,Metro Health,High Prescriber,Rep_022,258,73587.0,3489.53,25837.05,44260.42,2522.31,375,Hospital,Q4,October
TXN003904,2023-08-12,West,Germany,Herceptin,Oncology,Metro Health,Medium Prescriber,Rep_040,192,13396.85,1272.1,5684.08,6440.67,583.53,131,Hospital,Q3,August
TXN003905,2025-06-18,South,Brazil,Entresto,Cardiology,Cleveland Partners,Non-Prescriber,Rep_013,246,116972.09,10728.09,47236.7,59007.3,2705.73,303,Retail Pharmacy,Q2,June
TXN003906,2025-01-24,Central,UAE,Entresto,Cardiology,Mercy General,Medium Prescriber,Rep_032,98,17285.69,1265.73,6572.77,9447.19,675.05,424,Retail Pharmacy,Q1,January
TXN003907,2024-10-17,West,Germany,Keytruda,Oncology,City Medical Center,Medium Prescriber,Rep_004,168,85759.02,3051.18,23214.32,59493.52,4853.61,336,Retail Pharmacy,Q4,October
TXN003908,2023-04-23,North,USA,Opdivo,Oncology,Sunrise Clinic,Medium Prescriber,Rep_023,129,91158.96,16408.61,40086.47,34663.88,2944.39,70,Government,Q2,April
TXN003909,2024-12-28,West,Germany,Ozempic,Diabetes,Metro Health,Medium Prescriber,Rep_029,371,181423.72,15584.77,66096.77,99742.18,8528.53,28,Retail Pharmacy,Q4,December
TXN003910,2023-03-25,West,Germany,Eliquis,Cardiology,St. Luke's,Medium Prescriber,Rep_032,371,29663.57,2389.12,9279.96,17994.49,634.72,421,Hospital,Q1,March
TXN003911,2023-04-28,South,Brazil,Ozempic,Diabetes,City Medical Center,High Prescriber,Rep_019,166,9231.55,753.0,2351.88,6126.67,336.3,27,Retail Pharmacy,Q2,April
TXN003912,2024-03-26,North,USA,Vyepti,Neurology,Apollo Hospital,Low Prescriber,Rep_020,246,142691.01,25684.38,55620.29,61386.34,3600.33,178,Government,Q1,March
TXN003913,2024-10-25,South,Brazil,Ozempic,Diabetes,Mercy General,Low Prescriber,Rep_040,305,112849.39,10062.05,34886.18,67901.16,6077.03,27,Government,Q4,October
TXN003914,2025-07-05,North,USA,Brilinta,Cardiology,Apollo Hospital,Medium Prescriber,Rep_033,264,169814.27,30566.57,58530.84,80716.86,6345.9,386,Hospital,Q3,July
TXN003915,2025-07-08,Central,UAE,Vyepti,Neurology,City Medical Center,Non-Prescriber,Rep_005,224,113923.08,9534.86,32760.36,71627.86,7315.82,445,Government,Q3,July
TXN003916,2024-04-16,North,USA,Entresto,Cardiology,City Medical Center,Non-Prescriber,Rep_002,278,14397.02,2591.46,4646.58,7158.98,1071.3,360,Online Pharmacy,Q2,April
TXN003917,2023-04-25,North,USA,Eliquis,Cardiology,St. Luke's,Low Prescriber,Rep_030,295,105840.43,19051.28,30243.52,56545.63,6265.84,198,Retail Pharmacy,Q2,April
TXN003918,2025-03-13,West,Germany,Vyepti,Neurology,Metro Health,Low Prescriber,Rep_025,357,75732.75,5820.55,22136.56,47775.64,4211.85,350,Online Pharmacy,Q1,March
TXN003919,2023-11-07,Central,UAE,Trulicity,Diabetes,City Medical Center,Low Prescriber,Rep_005,125,41884.64,1303.63,13200.96,27380.05,2939.89,384,Online Pharmacy,Q4,November
TXN003920,2025-05-23,North,USA,Comirnaty,Vaccines,Mercy General,Low Prescriber,Rep_007,306,142640.74,25675.33,55129.8,61835.61,5328.79,74,Government,Q2,May
TXN003921,2025-05-08,Central,UAE,Trulicity,Diabetes,City Medical Center,Medium Prescriber,Rep_024,267,167190.85,16541.29,56328.66,94320.9,3669.16,434,Retail Pharmacy,Q2,May
TXN003922,2024-04-28,Central,UAE,Shingrix,Vaccines,Metro Health,Non-Prescriber,Rep_037,294,164486.86,12609.49,48292.78,103584.59,8298.89,143,Retail Pharmacy,Q2,April
TXN003923,2025-01-23,West,Germany,Eliquis,Cardiology,Sunrise Clinic,Medium Prescriber,Rep_004,380,70166.63,4515.73,19136.22,46514.68,3625.78,419,Online Pharmacy,Q1,January
TXN003924,2023-12-16,South,Brazil,Jardiance,Diabetes,Mercy General,High Prescriber,Rep_040,63,38073.43,3250.49,14802.49,20020.45,1515.2,198,Government,Q4,December
TXN003925,2024-07-09,Central,UAE,Herceptin,Oncology,Metro Health,High Prescriber,Rep_003,256,198039.1,11937.34,74193.48,111908.28,14148.28,150,Government,Q3,July
TXN003926,2024-01-19,North,USA,Eliquis,Cardiology,Metro Health,High Prescriber,Rep_015,137,81140.83,14605.35,33326.46,33209.02,4513.22,155,Retail Pharmacy,Q1,January
TXN003927,2025-12-03,East,India,Ozempic,Diabetes,Metro Health,High Prescriber,Rep_011,114,34081.9,1070.54,10534.37,22476.99,1847.74,33,Online Pharmacy,Q4,December
TXN003928,2025-01-13,North,USA,Brilinta,Cardiology,Metro Health,Medium Prescriber,Rep_038,245,56446.98,10160.46,14832.36,31454.16,1315.45,158,Hospital,Q1,January
TXN003929,2024-05-20,Central,UAE,Avastin,Oncology,Apollo Hospital,Medium Prescriber,Rep_031,362,212645.17,12958.29,78593.01,121093.87,14670.34,453,Retail Pharmacy,Q2,May
TXN003930,2023-03-20,Central,UAE,Prevnar,Vaccines,Cleveland Partners,Medium Prescriber,Rep_025,354,237899.76,8993.06,82368.12,146538.58,11646.8,358,Retail Pharmacy,Q1,March
TXN003931,2024-10-13,East,India,Herceptin,Oncology,Cleveland Partners,Non-Prescriber,Rep_001,254,178889.83,17386.55,63961.5,97541.78,3989.58,462,Hospital,Q4,October
TXN003932,2025-01-24,West,Germany,Trulicity,Diabetes,Mercy General,Low Prescriber,Rep_021,145,114668.97,5162.81,34229.14,75277.02,3966.14,406,Hospital,Q1,January
TXN003933,2025-11-11,West,Germany,Opdivo,Oncology,Mercy General,Low Prescriber,Rep_013,155,90277.42,3481.38,25746.83,61049.21,6902.32,163,Government,Q4,November
TXN003934,2023-08-01,South,Brazil,Eliquis,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_014,318,175141.82,13886.23,65933.31,95322.28,10326.78,467,Hospital,Q3,August
TXN003935,2023-11-15,East,India,Herceptin,Oncology,Sunrise Clinic,Non-Prescriber,Rep_034,242,176304.43,13660.65,77110.21,85533.57,6151.92,205,Hospital,Q4,November
TXN003936,2025-02-28,East,India,Brilinta,Cardiology,Metro Health,Medium Prescriber,Rep_018,219,11052.24,701.57,2806.81,7543.86,454.86,336,Government,Q1,February
TXN003937,2023-11-28,East,India,Nurtec,Neurology,Mercy General,Non-Prescriber,Rep_031,192,115897.88,9287.72,41262.54,65347.62,5212.63,292,Government,Q4,November
TXN003938,2024-03-14,East,India,Entresto,Cardiology,Apollo Hospital,High Prescriber,Rep_023,458,169825.17,12834.83,66384.7,90605.64,12496.24,428,Online Pharmacy,Q1,March
TXN003939,2025-08-26,East,India,Keytruda,Oncology,Cleveland Partners,Medium Prescriber,Rep_001,415,55086.33,3581.55,23022.22,28482.56,2540.2,81,Government,Q3,August
TXN003940,2023-05-16,South,Brazil,Ozempic,Diabetes,Sunrise Clinic,High Prescriber,Rep_013,262,209017.96,18058.83,71322.64,119636.49,13559.36,23,Government,Q2,May
TXN003941,2023-10-16,South,Brazil,Brilinta,Cardiology,St. Luke's,High Prescriber,Rep_003,155,33518.53,1697.79,10157.59,21663.15,2376.5,338,Retail Pharmacy,Q4,October
TXN003942,2025-08-15,West,Germany,Herceptin,Oncology,St. Luke's,High Prescriber,Rep_024,241,78449.43,4616.62,30844.3,42988.51,3000.08,182,Hospital,Q3,August
TXN003943,2024-04-25,West,Germany,Opdivo,Oncology,Sunrise Clinic,Non-Prescriber,Rep_039,237,176767.99,9064.48,76978.05,90725.46,6224.42,281,Government,Q2,April
TXN003944,2023-01-31,East,India,Ozempic,Diabetes,Mercy General,Medium Prescriber,Rep_032,341,170854.31,8470.9,68779.41,93604.0,11227.77,14,Retail Pharmacy,Q1,January
TXN003945,2025-06-14,North,USA,Ozempic,Diabetes,City Medical Center,Medium Prescriber,Rep_028,154,56713.65,10208.46,15665.0,30840.19,1588.16,38,Online Pharmacy,Q2,June
TXN003946,2024-10-27,North,USA,Brilinta,Cardiology,Sunrise Clinic,Low Prescriber,Rep_023,137,105031.47,18905.66,41357.09,44768.72,6457.7,291,Retail Pharmacy,Q4,October
TXN003947,2025-10-31,East,India,Aduhelm,Neurology,Cleveland Partners,Medium Prescriber,Rep_032,193,129765.86,4512.23,40822.95,84430.68,8762.29,271,Hospital,Q4,October
TXN003948,2023-10-19,Central,UAE,Comirnaty,Vaccines,Mercy General,Non-Prescriber,Rep_011,97,34246.45,2884.9,14362.25,16999.3,2505.74,56,Government,Q4,October
TXN003949,2024-10-23,North,USA,Trulicity,Diabetes,Metro Health,Low Prescriber,Rep_025,182,10608.47,1909.52,3947.51,4751.44,579.75,282,Retail Pharmacy,Q4,October
TXN003950,2024-01-01,South,Brazil,Entresto,Cardiology,Sunrise Clinic,Medium Prescriber,Rep_001,585,435014.52,35496.57,113390.48,286127.47,31280.33,468,Retail Pharmacy,Q1,January
TXN003951,2025-04-30,North,USA,Nurtec,Neurology,Cleveland Partners,High Prescriber,Rep_036,172,20569.64,3702.54,6384.94,10482.16,672.97,299,Online Pharmacy,Q2,April
TXN003952,2023-02-04,South,Brazil,Herceptin,Oncology,St. Luke's,Non-Prescriber,Rep_037,237,91811.7,3028.19,26808.02,61975.49,3470.87,376,Government,Q1,February
TXN003953,2023-08-27,North,USA,Nurtec,Neurology,Metro Health,High Prescriber,Rep_017,220,126965.84,22853.85,40592.78,63519.21,8236.22,466,Government,Q3,August
TXN003954,2024-04-30,North,USA,Trulicity,Diabetes,Apollo Hospital,Low Prescriber,Rep_010,89,36703.62,6606.65,11654.6,18442.37,1260.68,342,Retail Pharmacy,Q2,April
TXN003955,2024-10-19,West,Germany,Opdivo,Oncology,Sunrise Clinic,High Prescriber,Rep_021,235,68785.52,5497.8,29217.15,34070.57,3808.15,83,Government,Q4,October
TXN003956,2023-02-04,East,India,Entresto,Cardiology,Mercy General,Medium Prescriber,Rep_023,84,54979.82,4137.48,16174.14,34668.2,2036.71,349,Online Pharmacy,Q1,February
TXN003957,2025-12-02,North,USA,Shingrix,Vaccines,Metro Health,Low Prescriber,Rep_037,259,24797.11,4463.48,7950.25,12383.38,1460.5,417,Hospital,Q4,December
TXN003958,2025-09-05,Central,UAE,Vyepti,Neurology,Cleveland Partners,High Prescriber,Rep_039,166,77013.77,4798.95,23188.48,49026.34,1947.0,111,Online Pharmacy,Q3,September
TXN003959,2024-11-06,North,USA,Nurtec,Neurology,Mercy General,Medium Prescriber,Rep_001,362,259954.67,46791.84,85708.41,127454.42,8999.98,294,Government,Q4,November
TXN003960,2023-08-04,West,Germany,Comirnaty,Vaccines,Metro Health,Non-Prescriber,Rep_017,281,188811.0,18683.12,67397.92,102729.96,4680.63,387,Government,Q3,August
TXN003961,2023-07-28,East,India,Nurtec,Neurology,Mercy General,High Prescriber,Rep_040,449,67768.21,2118.16,17709.39,47940.66,1480.04,364,Retail Pharmacy,Q3,July
TXN003962,2025-12-14,Central,UAE,Entresto,Cardiology,Cleveland Partners,High Prescriber,Rep_035,441,325044.37,24422.51,92035.75,208586.11,25039.5,492,Government,Q4,December
TXN003963,2023-07-07,North,USA,Keytruda,Oncology,Cleveland Partners,Low Prescriber,Rep_025,156,55020.57,9903.7,24182.49,20934.38,2821.51,86,Retail Pharmacy,Q3,July
TXN003964,2023-10-21,Central,UAE,Entresto,Cardiology,Metro Health,Low Prescriber,Rep_002,276,117351.17,8367.89,31757.71,77225.57,4492.78,233,Hospital,Q4,October
TXN003965,2024-09-01,North,USA,Vyepti,Neurology,Apollo Hospital,Low Prescriber,Rep_027,338,107386.6,19329.59,28569.19,59487.82,5827.53,241,Retail Pharmacy,Q3,September
TXN003966,2023-11-15,East,India,Vyepti,Neurology,Apollo Hospital,Medium Prescriber,Rep_036,91,61338.05,5776.14,21888.36,33673.55,1639.54,344,Retail Pharmacy,Q4,November
TXN003967,2023-04-15,North,USA,Entresto,Cardiology,Cleveland Partners,Medium Prescriber,Rep_040,192,118305.1,21294.92,41973.74,55036.44,6980.04,210,Online Pharmacy,Q2,April
TXN003968,2025-10-09,West,Germany,Herceptin,Oncology,Cleveland Partners,High Prescriber,Rep_020,63,48545.28,2162.44,21229.3,25153.54,3499.2,396,Online Pharmacy,Q4,October
TXN003969,2025-08-25,North,USA,Ozempic,Diabetes,City Medical Center,Non-Prescriber,Rep_008,398,270862.7,48755.29,98166.22,123941.19,15089.09,28,Online Pharmacy,Q3,August
TXN003970,2023-02-20,South,Brazil,Comirnaty,Vaccines,Sunrise Clinic,High Prescriber,Rep_012,258,55414.61,2300.87,19044.29,34069.45,4282.44,346,Government,Q1,February
TXN003971,2025-12-25,East,India,Vyepti,Neurology,Mercy General,High Prescriber,Rep_005,275,197443.72,16416.94,71579.1,109447.68,9539.54,420,Hospital,Q4,December
TXN003972,2024-02-07,South,Brazil,Vyepti,Neurology,Mercy General,Non-Prescriber,Rep_021,283,145611.66,6523.91,40308.11,98779.64,11163.69,156,Online Pharmacy,Q1,February
TXN003973,2023-04-01,West,Germany,Avastin,Oncology,City Medical Center,Low Prescriber,Rep_033,275,106269.56,8348.24,34870.6,63050.72,2571.55,111,Hospital,Q2,April
TXN003974,2023-02-14,West,Germany,Brilinta,Cardiology,Cleveland Partners,Non-Prescriber,Rep_034,262,102528.88,8062.68,25902.86,68563.34,2108.53,301,Retail Pharmacy,Q1,February
TXN003975,2025-08-10,East,India,Avastin,Oncology,Metro Health,Non-Prescriber,Rep_014,128,25546.25,1196.06,6915.96,17434.23,1986.79,161,Retail Pharmacy,Q3,August
TXN003976,2023-12-21,South,Brazil,Trulicity,Diabetes,Mercy General,High Prescriber,Rep_017,146,27806.32,1838.62,10915.05,15052.65,1030.24,427,Retail Pharmacy,Q4,December
TXN003977,2025-09-12,South,Brazil,Trulicity,Diabetes,Sunrise Clinic,Low Prescriber,Rep_014,231,54614.55,4193.34,17955.11,32466.1,4077.66,108,Government,Q3,September
TXN003978,2024-11-15,North,USA,Eliquis,Cardiology,Sunrise Clinic,High Prescriber,Rep_040,263,59284.44,10671.2,23666.33,24946.91,2841.01,321,Retail Pharmacy,Q4,November
TXN003979,2023-07-18,West,Germany,Ozempic,Diabetes,Apollo Hospital,Low Prescriber,Rep_022,191,138608.24,8323.23,59616.11,70668.9,4333.03,10,Online Pharmacy,Q3,July
TXN003980,2024-06-21,West,Germany,Herceptin,Oncology,St. Luke's,Low Prescriber,Rep_002,167,87855.53,7998.84,26827.77,53028.92,3314.04,379,Government,Q2,June
TXN003981,2023-09-04,East,India,Avastin,Oncology,Apollo Hospital,High Prescriber,Rep_001,250,184915.02,15160.3,58312.73,111441.99,4086.01,293,Hospital,Q3,September
TXN003982,2024-08-09,West,Germany,Nurtec,Neurology,Sunrise Clinic,Medium Prescriber,Rep_039,257,14859.87,1303.23,6457.96,7098.68,697.83,302,Government,Q3,August
TXN003983,2025-04-03,West,Germany,Avastin,Oncology,Sunrise Clinic,Medium Prescriber,Rep_039,333,250769.37,19318.08,68261.61,163189.68,17963.42,266,Retail Pharmacy,Q2,April
TXN003984,2023-08-21,East,India,Ozempic,Diabetes,Metro Health,Medium Prescriber,Rep_031,244,172999.57,9719.6,58189.25,105090.72,13552.78,31,Retail Pharmacy,Q3,August
TXN003985,2025-03-12,North,USA,Brilinta,Cardiology,Cleveland Partners,High Prescriber,Rep_018,159,66609.99,11989.8,27889.57,26730.62,4324.04,87,Hospital,Q1,March
TXN003986,2024-10-22,East,India,Avastin,Oncology,Metro Health,Low Prescriber,Rep_021,179,61198.62,3164.56,21950.12,36083.94,4837.46,426,Government,Q4,October
TXN003987,2023-07-03,East,India,Prevnar,Vaccines,Sunrise Clinic,Non-Prescriber,Rep_007,157,38141.44,1595.2,13913.86,22632.38,2142.19,270,Retail Pharmacy,Q3,July
TXN003988,2024-07-11,West,Germany,Entresto,Cardiology,City Medical Center,Low Prescriber,Rep_033,241,51074.54,3582.29,21751.01,25741.24,1125.4,447,Retail Pharmacy,Q3,July
TXN003989,2023-06-30,West,Germany,Opdivo,Oncology,St. Luke's,Low Prescriber,Rep_012,143,84410.08,7554.65,22987.76,53867.67,3357.87,293,Online Pharmacy,Q2,June
TXN003990,2023-01-10,North,USA,Herceptin,Oncology,Apollo Hospital,High Prescriber,Rep_021,248,167720.63,30189.71,45622.65,91908.27,8293.4,461,Retail Pharmacy,Q1,January
TXN003991,2025-07-14,West,Germany,Aduhelm,Neurology,Apollo Hospital,Medium Prescriber,Rep_025,115,54256.81,2395.79,22964.1,28896.92,3637.45,478,Online Pharmacy,Q3,July
TXN003992,2024-01-06,Central,UAE,Jardiance,Diabetes,Apollo Hospital,Non-Prescriber,Rep_028,248,122996.09,10170.22,51858.93,60966.94,5331.73,310,Hospital,Q1,January
TXN003993,2025-09-21,Central,UAE,Eliquis,Cardiology,City Medical Center,Medium Prescriber,Rep_005,339,196088.67,9200.99,50585.46,136302.22,7264.9,271,Retail Pharmacy,Q3,September
TXN003994,2025-08-24,Central,UAE,Avastin,Oncology,Mercy General,Non-Prescriber,Rep_034,206,94107.21,3429.02,36615.51,54062.68,6657.43,250,Government,Q3,August
TXN003995,2023-06-12,East,India,Keytruda,Oncology,Apollo Hospital,Medium Prescriber,Rep_030,181,138787.83,9765.89,45030.37,83991.57,9152.76,61,Government,Q2,June
TXN003996,2024-04-02,South,Brazil,Opdivo,Oncology,Mercy General,Low Prescriber,Rep_034,279,165434.55,15744.0,73116.48,76574.07,5973.32,403,Hospital,Q2,April
TXN003997,2023-02-03,North,USA,Keytruda,Oncology,Apollo Hospital,Non-Prescriber,Rep_004,192,84345.08,15182.11,37702.27,31460.7,2018.98,350,Hospital,Q1,February
TXN003998,2025-07-22,North,USA,Opdivo,Oncology,Metro Health,High Prescriber,Rep_005,271,61718.39,11109.31,24241.52,26367.56,3457.06,189,Government,Q3,July
TXN003999,2023-07-20,East,India,Entresto,Cardiology,Cleveland Partners,Medium Prescriber,Rep_013,349,219393.96,16720.72,58361.2,144312.04,8241.02,472,Retail Pharmacy,Q3,July
TXN004000,2025-11-22,South,Brazil,Opdivo,Oncology,Apollo Hospital,Low Prescriber,Rep_032,177,73781.85,4456.28,31924.72,37400.85,4610.8,360,Hospital,Q4,November
TXN004001,2023-06-17,South,Brazil,Trulicity,Diabetes,St. Luke's,Medium Prescriber,Rep_039,136,97073.26,4010.86,40850.44,52211.96,6535.14,303,Retail Pharmacy,Q2,June
TXN004002,2023-07-06,East,India,Ozempic,Diabetes,St. Luke's,High Prescriber,Rep_032,167,30903.73,2882.22,8477.34,19544.17,2294.38,27,Government,Q3,July
TXN004003,2024-01-05,Central,UAE,Brilinta,Cardiology,Sunrise Clinic,Non-Prescriber,Rep_037,241,30404.93,2648.68,8058.36,19697.89,1413.73,269,Government,Q1,January
TXN004004,2023-08-13,South,Brazil,Avastin,Oncology,St. Luke's,Non-Prescriber,Rep_011,146,18855.21,774.03,7253.5,10827.68,1451.93,441,Government,Q3,August
TXN004005,2024-05-22,East,India,Entresto,Cardiology,St. Luke's,Medium Prescriber,Rep_027,309,149221.68,6776.08,63451.32,78994.28,10370.93,201,Online Pharmacy,Q2,May
TXN004006,2024-02-23,Central,UAE,Entresto,Cardiology,Metro Health,Low Prescriber,Rep_001,244,67828.95,2048.47,18103.43,47677.05,4356.39,95,Hospital,Q1,February
TXN004007,2025-01-11,East,India,Entresto,Cardiology,St. Luke's,High Prescriber,Rep_008,314,183654.49,15407.58,70429.16,97817.75,4687.09,268,Hospital,Q1,January
TXN004008,2024-02-16,West,Germany,Brilinta,Cardiology,City Medical Center,High Prescriber,Rep_016,415,263710.63,22379.17,108457.78,132873.68,5754.07,64,Online Pharmacy,Q1,February
TXN004009,2024-01-11,West,Germany,Entresto,Cardiology,City Medical Center,Medium Prescriber,Rep_016,138,26618.17,2078.04,9396.83,15143.3,768.42,80,Hospital,Q1,January
TXN004010,2024-03-23,South,Brazil,Ozempic,Diabetes,Mercy General,Medium Prescriber,Rep_035,177,49059.87,3372.05,19750.35,25937.47,3692.81,19,Hospital,Q1,March
TXN004011,2025-03-09,South,Brazil,Ozempic,Diabetes,Mercy General,Non-Prescriber,Rep_038,298,76363.44,3005.75,20678.57,52679.12,3360.39,20,Online Pharmacy,Q1,March
TXN004012,2024-11-30,East,India,Ozempic,Diabetes,City Medical Center,Low Prescriber,Rep_007,232,184267.98,15472.35,50818.66,117976.97,11982.6,30,Hospital,Q4,November
TXN004013,2025-01-20,East,India,Prevnar,Vaccines,Mercy General,Low Prescriber,Rep_001,333,193692.94,16856.47,78978.26,97858.21,10460.67,464,Retail Pharmacy,Q1,January
TXN004014,2023-07-29,South,Brazil,Opdivo,Oncology,Mercy General,Non-Prescriber,Rep_023,188,121075.58,12106.38,41330.47,67638.73,7397.84,203,Online Pharmacy,Q3,July
TXN004015,2023-03-30,South,Brazil,Keytruda,Oncology,Apollo Hospital,Non-Prescriber,Rep_033,179,27498.11,1496.08,8961.52,17040.51,1823.88,267,Online Pharmacy,Q1,March
TXN004016,2025-02-08,North,USA,Herceptin,Oncology,Mercy General,High Prescriber,Rep_005,251,24481.26,4406.63,6658.77,13415.86,1031.27,248,Government,Q1,February
